,Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
7533,4c4e6d4e-3034-4809-a9a8-24d4042fe65d,cede2344-9a71-49fa-94cc-c57ad2d8f2f5,Charged Off,760848.0,Long Term,700.0,2543872.0,6 years,Home Mortgage,Debt Consolidation,32434.33,20.0,46.0,13.0,0.0,438786.0,1090276.0,0.0,0.0
7534,06763add-3ac9-49e2-8e14-104593e64a9c,482066ba-6538-48f1-b5f5-c13101d48fc7,Fully Paid,327668.0,Long Term,726.0,848939.0,3 years,Rent,Debt Consolidation,10823.92,19.1,73.0,7.0,0.0,166269.0,242484.0,0.0,0.0
7535,9c238507-63b6-4db4-bf91-a845e6fc9428,cb1940c9-c9c5-4c3c-a7c9-bc4a0f770898,Fully Paid,173228.0,Short Term,,,6 years,Home Mortgage,Debt Consolidation,51410.96,27.0,,18.0,0.0,1587526.0,2172786.0,0.0,0.0
7536,561d85ac-b18b-4a06-9096-96edecda388b,f533d756-bb89-42ed-8279-2a93ae6cf8d5,Fully Paid,534072.0,Long Term,718.0,1402960.0,10+ years,Home Mortgage,Debt Consolidation,11223.68,12.6,,8.0,0.0,604504.0,898502.0,0.0,0.0
7537,0fb41abb-50be-4425-ae83-a330ce569bc6,212f00b0-a665-48ca-981c-d16aace26da3,Fully Paid,99999999.0,Long Term,731.0,2105998.0,< 1 year,Home Mortgage,Debt Consolidation,66163.13,17.9,62.0,26.0,0.0,556453.0,1765236.0,0.0,0.0
7538,924d3e31-f445-43ce-b10a-5ab92f30cb9d,6e8ac12e-04a3-45da-a477-027310ec8eb9,Fully Paid,347864.0,Short Term,,,10+ years,Home Mortgage,Medical Bills,15020.07,25.4,,16.0,0.0,56202.0,1914176.0,0.0,0.0
7539,68d07fe4-bf9e-4bae-bac6-fc15dd6e3f06,c05c2900-d4da-45fa-b94a-3ad25fb42ec3,Fully Paid,261382.0,Short Term,733.0,1467332.0,10+ years,Rent,Debt Consolidation,4548.79,30.1,,3.0,2.0,161215.0,337568.0,1.0,1.0
7540,007d7fc3-4a85-4526-81c7-7d44d8d65374,007f3a61-d144-4014-ac01-e724dd9cbc01,Fully Paid,99999999.0,Short Term,702.0,1078573.0,10+ years,Home Mortgage,Business Loan,6912.01,7.4,,6.0,0.0,100358.0,129426.0,0.0,0.0
7541,726c262b-795f-4687-b05e-4d352dd5d190,bb8680bc-364d-4b2e-b081-4e60ed0e6554,Fully Paid,99999999.0,Short Term,730.0,861308.0,10+ years,Home Mortgage,Debt Consolidation,18661.8,20.7,,6.0,0.0,755972.0,1132406.0,0.0,0.0
7542,93386d57-9fe5-4d2e-b7bd-593576bf0b59,d555c2bb-7f5c-47cb-a378-500c720f48de,Fully Paid,108372.0,Short Term,,,2 years,Rent,Debt Consolidation,7885.95,21.8,32.0,9.0,0.0,383743.0,650562.0,0.0,0.0
7543,9002bdf0-78ad-4f79-b32e-a7043dfa6f13,04ca5396-8655-4d10-b56f-10fc01e1a790,Fully Paid,214192.0,Short Term,742.0,1926980.0,< 1 year,Home Mortgage,Debt Consolidation,25050.74,12.4,41.0,13.0,0.0,288268.0,798534.0,0.0,0.0
7544,f7bd1b8a-12ee-4070-94f9-d6af59315f52,788ecf10-0f4d-4eb3-8f1c-67189a42360c,Fully Paid,108746.0,Short Term,,,6 years,Home Mortgage,Debt Consolidation,5972.46,12.0,17.0,15.0,0.0,216771.0,643610.0,0.0,0.0
7545,d25aa574-c165-4de9-9754-96ef2cddd6e5,011cf7af-9bdf-419e-9ba9-e70abe3d535e,Charged Off,231044.0,Long Term,7370.0,572546.0,10+ years,Rent,Debt Consolidation,3812.35,13.4,54.0,7.0,0.0,142234.0,621478.0,0.0,0.0
7546,10cb47e8-ad40-476b-a92b-2d6577e42ce6,dee81488-d943-4a1d-a66a-5a56e8aaae73,Fully Paid,99999999.0,Short Term,745.0,1406836.0,6 years,Home Mortgage,Debt Consolidation,15240.85,33.1,44.0,16.0,0.0,294728.0,812548.0,0.0,0.0
7547,7f0639d1-434f-4d9d-9f02-7f899e8a2ac4,f64f15cf-9495-47e2-ac50-79f401fcdb12,Fully Paid,99999999.0,Short Term,724.0,953230.0,8 years,Home Mortgage,Debt Consolidation,16999.3,17.3,,16.0,0.0,584003.0,1190508.0,0.0,0.0
7548,1bf4e4bd-8809-4108-b35d-266bf5c78e6f,85184006-7984-47f5-ae42-bea05d671663,Fully Paid,255992.0,Short Term,703.0,970121.0,10+ years,Home Mortgage,Debt Consolidation,9296.89,23.4,14.0,11.0,0.0,112195.0,148984.0,0.0,0.0
7549,532ac0d1-c192-472c-9796-16c89c94bcd4,c5482e65-29e1-41fb-9359-07bd0a896e1e,Fully Paid,462682.0,Short Term,,,7 years,Home Mortgage,Debt Consolidation,32218.3,20.6,,24.0,0.0,425410.0,2291036.0,0.0,0.0
7550,f5a82cdb-5ba7-4551-8641-bfce0920d105,41fdddf9-9495-4997-bf1e-47df479b273e,Charged Off,112310.0,Short Term,738.0,1454792.0,3 years,Own Home,Debt Consolidation,19154.66,33.1,,9.0,0.0,131062.0,220264.0,0.0,0.0
7551,e73da974-5b93-4221-a0dd-eef0ec327440,69d11fa8-b2ce-4f02-aadd-b09161f6d2fa,Charged Off,302060.0,Long Term,707.0,795644.0,10+ years,Home Mortgage,Debt Consolidation,18498.78,16.7,,8.0,0.0,966929.0,1207800.0,0.0,0.0
7552,7a780482-8d8e-42a2-8a70-ade31244a825,1595d0fb-319f-43d5-ba8d-32620a1939eb,Charged Off,442068.0,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,46841.27,21.5,37.0,21.0,0.0,599469.0,948244.0,0.0,0.0
7553,4696b1ce-d3e5-46a6-8357-c5ed951d98cf,d7698ff9-e593-44c5-833d-b9736311ad44,Fully Paid,273152.0,Long Term,709.0,1698543.0,5 years,Rent,Debt Consolidation,31422.96,12.2,,22.0,0.0,231990.0,463122.0,0.0,0.0
7554,dc93778a-f2f4-4ca0-8603-e4098cefcd8a,eb73d34e-ba66-426e-acfc-a16402170214,Charged Off,214830.0,Short Term,730.0,1335852.0,1 year,Own Home,Home Improvements,1035.31,10.7,,7.0,0.0,68913.0,438394.0,0.0,0.0
7555,69a7b081-2aa5-493f-9621-4eba93e23f7d,f2688ed6-e2f3-4f4c-be52-0b59cf694576,Fully Paid,436590.0,Long Term,708.0,3245504.0,10+ years,Home Mortgage,Debt Consolidation,55714.46,24.0,,13.0,0.0,751203.0,1169102.0,0.0,0.0
7556,2ce5fba5-9f6f-4d50-8043-02c101a55f51,f63fa8eb-4a98-4db0-a20e-b85a6732f583,Charged Off,54406.0,Short Term,,,10+ years,Home Mortgage,Educational Expenses,21882.11,22.1,53.0,13.0,0.0,967727.0,1438404.0,0.0,0.0
7557,6ed1aa48-13d6-4400-a71a-15c97e7ba2f0,e3a351a2-bf0f-46b5-8322-917d272d1c2c,Fully Paid,176836.0,Short Term,746.0,782743.0,10+ years,Home Mortgage,Debt Consolidation,5479.22,34.6,24.0,7.0,0.0,121600.0,203456.0,0.0,0.0
7558,fde9eacf-cac3-4f96-aafe-b277d30c809d,24f71134-eb74-47d5-816c-771166aa2eba,Fully Paid,108284.0,Long Term,693.0,1215620.0,7 years,Rent,Debt Consolidation,9106.89,26.6,14.0,6.0,0.0,112708.0,335522.0,0.0,0.0
7559,fb84ac88-4668-4cae-b7a7-a919b943df53,d1da4885-e9ff-48c2-b8ac-6112183c6ba2,Fully Paid,472142.0,Long Term,681.0,1334484.0,10+ years,Home Mortgage,Debt Consolidation,19794.77,17.4,,9.0,0.0,383173.0,624910.0,0.0,0.0
7560,0a6bd45e-c54a-40cc-98bf-aaa009ebf0db,46d65ed4-6fd2-4f5a-aa9d-e98f209337c1,Fully Paid,187088.0,Short Term,,,5 years,Rent,Home Improvements,23149.98,12.5,,9.0,0.0,58881.0,86834.0,0.0,0.0
7561,5f37450e-4dfe-42b2-b012-c402a4e9acf9,3f6957b6-23fd-4cd7-8067-67c162419700,Fully Paid,66022.0,Short Term,716.0,2356950.0,< 1 year,Own Home,Home Improvements,12707.96,16.5,,5.0,0.0,559588.0,673530.0,0.0,0.0
7562,c30ee8a5-5c0c-4888-ae69-933eabfbb246,3b2f86f2-77d1-4023-9684-d6d77a27eb7b,Charged Off,228822.0,Short Term,7390.0,798076.0,7 years,Rent,Debt Consolidation,21415.09,14.2,32.0,9.0,0.0,374832.0,611292.0,0.0,0.0
7563,7211cb8f-1460-41fe-8dd5-33c267037ee3,f79a9889-3669-4a64-975e-308b63dae689,Charged Off,772926.0,Long Term,,,< 1 year,Home Mortgage,Home Improvements,34488.8,15.0,44.0,10.0,0.0,87989.0,105996.0,0.0,0.0
7564,c269f05c-2498-4305-9b21-6c6169dfa07b,d8ec260b-7165-4d23-abc1-2a2a5f1b290e,Charged Off,22418.0,Short Term,722.0,870827.0,10+ years,Home Mortgage,Debt Consolidation,12263.93,14.2,24.0,8.0,1.0,219811.0,327140.0,0.0,0.0
7565,75849666-3508-41dd-9dd0-8140b02bd18c,bc68f407-981e-4459-8886-1762190a505c,Fully Paid,99999999.0,Short Term,705.0,611648.0,2 years,Rent,Debt Consolidation,11621.16,12.9,30.0,6.0,1.0,10754.0,207460.0,1.0,0.0
7566,7eed2947-68ab-4a02-a19f-80d3007dca45,6d6d2a2c-5210-49db-be77-620548b32c75,Fully Paid,44572.0,Short Term,745.0,909682.0,,Rent,other,6064.61,32.0,,4.0,0.0,4085.0,224950.0,0.0,0.0
7567,da4a4662-b8ab-4278-9829-13dbecea54be,e426c370-16ca-49dd-bfc4-0873f812e88d,Fully Paid,283778.0,Short Term,,,9 years,Rent,Debt Consolidation,17469.36,13.1,20.0,9.0,0.0,201989.0,340450.0,0.0,0.0
7568,5ff0f143-3142-4350-b0b5-34fda5bdbff2,3948d939-3f12-412e-8859-da8116c46880,Fully Paid,111056.0,Short Term,722.0,1550096.0,10+ years,Home Mortgage,Debt Consolidation,23768.24,14.0,57.0,15.0,0.0,47519.0,305624.0,0.0,0.0
7569,bdd2ef51-eb18-41f6-8550-6fd733c76e4f,688a9aa4-dae9-4956-ac1c-f2bafdfb8646,Fully Paid,99999999.0,Long Term,748.0,1263899.0,10+ years,Own Home,Debt Consolidation,13945.05,26.5,,9.0,0.0,371241.0,2018082.0,0.0,0.0
7570,3d005008-4293-4b5a-8b41-da02e7c2e48d,bb477ede-86eb-4195-857d-bc6fbe9e0af2,Fully Paid,448712.0,Short Term,738.0,1840739.0,10+ years,Rent,Debt Consolidation,17793.69,21.7,10.0,15.0,0.0,133513.0,208648.0,0.0,0.0
7571,48941293-6d5c-46b2-8a3c-95511ecde5b0,8d650214-5e35-4958-95d7-f6aed1e64d4b,Fully Paid,176660.0,Long Term,632.0,1220617.0,6 years,Home Mortgage,other,8941.02,13.0,,5.0,0.0,19646.0,127798.0,0.0,0.0
7572,4ae185db-5816-41f6-8505-10b819dc9605,551284c0-99f5-49c2-b119-8e287bf2008b,Charged Off,449944.0,Long Term,727.0,1165764.0,10+ years,Home Mortgage,Debt Consolidation,22440.9,23.3,27.0,10.0,0.0,174762.0,254210.0,0.0,0.0
7573,ec2aabb1-fd0d-4770-b638-72509c189dc8,c21ae1b5-6b7c-4453-bb41-90c3617fb60a,Fully Paid,171226.0,Short Term,689.0,1824494.0,6 years,Home Mortgage,Home Improvements,0.0,10.5,,3.0,1.0,0.0,0.0,1.0,0.0
7574,48557167-ee48-47d7-bccb-3b73a0baa275,08510875-7222-4259-abff-2cbb232855c7,Fully Paid,640860.0,Long Term,701.0,1204030.0,10+ years,Home Mortgage,Debt Consolidation,24080.6,21.4,,19.0,0.0,488490.0,851840.0,0.0,0.0
7575,9cbbaae2-0f8e-4475-b4cd-ee5a7f585b93,cb80e673-e73f-4486-b380-62dd32eecdb7,Fully Paid,743556.0,Long Term,662.0,4586904.0,2 years,Home Mortgage,Debt Consolidation,51832.0,35.8,17.0,12.0,0.0,330353.0,438174.0,0.0,0.0
7576,dec6b9fb-4442-4034-a142-a80fcb098c22,24ce559d-a146-4167-9215-fee7b3f3f719,Fully Paid,75460.0,Short Term,,,10+ years,Rent,Debt Consolidation,15588.74,22.7,34.0,7.0,0.0,64847.0,90552.0,0.0,0.0
7577,4518b198-bc91-4290-94b3-a4ee3fbb4764,9ca769a0-6cea-4981-ab1b-0fb4ece9c320,Fully Paid,266090.0,Short Term,,,< 1 year,Rent,Debt Consolidation,5960.49,8.0,,19.0,0.0,219070.0,310486.0,0.0,0.0
7578,61ca8dab-f371-44cf-98ca-e2281695df74,48a496bd-d540-49ed-aafc-b1545b4bbb3b,Fully Paid,43802.0,Short Term,694.0,904210.0,10+ years,Home Mortgage,Debt Consolidation,17632.0,27.8,,14.0,0.0,282264.0,413732.0,0.0,0.0
7579,c50f72dd-2297-4468-8cae-04954c42bb30,5d4c63df-6ac9-44a9-8af9-e2ade3ec0c50,Fully Paid,196262.0,Short Term,713.0,1318296.0,3 years,Rent,Debt Consolidation,24827.87,13.8,,10.0,0.0,241319.0,497200.0,0.0,0.0
7580,f58a5fac-80bb-44d4-940b-c47550f6cb0d,d0620204-40bd-4bb7-834d-4e85a21bb4ec,Fully Paid,312466.0,Short Term,718.0,843296.0,3 years,Own Home,Debt Consolidation,23612.06,16.8,,17.0,0.0,308617.0,557502.0,0.0,0.0
7581,55edb80d-5c55-411c-a2a3-cce5c1e92504,834ea340-6c0a-4699-81dd-dedca036d90e,Fully Paid,99999999.0,Short Term,719.0,1077718.0,2 years,Home Mortgage,Debt Consolidation,26853.27,17.3,,8.0,0.0,221597.0,706816.0,0.0,0.0
7582,9862ade1-0d14-4d9f-ad8d-b85c0e9d3ebb,1440580d-723a-4a20-8b12-71b9752f31d0,Fully Paid,151008.0,Short Term,,,4 years,Rent,Debt Consolidation,9480.24,8.5,,10.0,0.0,147269.0,284658.0,0.0,0.0
7583,dea21e7a-d383-4b53-9dac-61d16e9a4453,f8c5b838-51c0-40c3-85e0-d43de41dd439,Fully Paid,140712.0,Short Term,746.0,1350216.0,10+ years,Rent,Debt Consolidation,20590.87,17.4,,5.0,0.0,87552.0,779812.0,0.0,0.0
7584,66b2311a-9578-4abd-9c78-126447a5fe53,eea50a50-15f0-488e-81e2-94b164b39562,Fully Paid,441320.0,Long Term,696.0,1143420.0,10+ years,Home Mortgage,Debt Consolidation,6022.05,33.8,20.0,11.0,1.0,84360.0,380116.0,1.0,0.0
7585,b36eedba-965b-4ba6-a5a6-6e42d5159575,52cb90e4-343c-433a-97b6-dbfa3ae20ce5,Fully Paid,139546.0,Short Term,719.0,1355821.0,,Rent,other,6982.5,16.1,60.0,15.0,3.0,39197.0,268620.0,3.0,0.0
7586,1fc60f61-c30b-4d44-b71e-e6b8c3fc7df3,9cce5e2c-3fe2-4c61-be0a-b31412f203b6,Charged Off,441892.0,Long Term,698.0,1259396.0,10+ years,Home Mortgage,Debt Consolidation,23414.27,16.3,69.0,8.0,0.0,201780.0,318318.0,0.0,0.0
7587,8568081e-b953-4c3a-9cea-412964cc8378,84402ac9-8443-45ad-bc19-f35be314c63e,Fully Paid,172260.0,Short Term,745.0,427690.0,10+ years,Rent,Debt Consolidation,4134.21,17.9,42.0,7.0,0.0,158650.0,365948.0,0.0,0.0
7588,2a33ffb7-cf81-42e0-9142-c6e6c1decbcb,07724cf8-63ed-427b-ab6b-10543283b393,Charged Off,116622.0,Short Term,739.0,496603.0,2 years,Rent,Debt Consolidation,8193.94,15.9,11.0,9.0,0.0,53827.0,156178.0,0.0,0.0
7589,3c29bbb7-1dbc-4104-9ec2-14cdb66001eb,41f0ca85-7d73-4af3-80cd-ffeac8f110e9,Fully Paid,152328.0,Short Term,744.0,469870.0,10+ years,Own Home,Debt Consolidation,4816.12,10.2,,6.0,0.0,179227.0,765776.0,0.0,0.0
7590,42e60122-5be2-476c-83ec-8434856e6af1,5f3c5d75-d6e4-484b-a2e7-abfc2e5b3e4d,Fully Paid,250888.0,Short Term,741.0,1064019.0,10+ years,Rent,Debt Consolidation,25536.38,13.2,25.0,4.0,0.0,43814.0,25368464.0,0.0,0.0
7591,ec8768c8-35ee-4cfe-a529-2c83f7dd087b,aba21955-cca6-4a6d-a7b2-4678db580a3e,Fully Paid,259006.0,Long Term,703.0,1376474.0,4 years,Home Mortgage,Other,16058.99,16.2,68.0,13.0,1.0,22724.0,496606.0,1.0,0.0
7592,88c35385-18ce-4ca7-80cc-5cefa5b95453,bed6a40f-4f14-42ec-b704-6b39191d23e2,Fully Paid,429748.0,Long Term,725.0,1360571.0,,Home Mortgage,Debt Consolidation,20181.8,18.0,29.0,8.0,0.0,214377.0,268642.0,0.0,0.0
7593,51de8315-b601-4a36-be7a-a14c3c594ab9,fcbfe8b7-acee-4ba6-a29b-59ae24336216,Fully Paid,99999999.0,Short Term,746.0,599792.0,7 years,Rent,Debt Consolidation,7297.33,29.5,31.0,8.0,1.0,112803.0,275550.0,1.0,0.0
7594,5b1f27df-6632-492e-acbe-3d76f29e9002,1dd0dace-8ed7-493f-b8c8-47e055ca1125,Fully Paid,266926.0,Short Term,735.0,806854.0,5 years,Rent,Debt Consolidation,3456.1,12.0,67.0,6.0,0.0,164274.0,424578.0,0.0,0.0
7595,669eb708-8025-4a72-a465-193d2f80ed7d,8b145ec3-ca83-4dc0-9c25-d8912d68f89d,Charged Off,395516.0,Long Term,,,5 years,Home Mortgage,Debt Consolidation,11531.1,17.3,,14.0,0.0,484538.0,1040908.0,0.0,0.0
7596,5fc28f86-333c-4feb-b737-69a98b58de80,d53677d2-f5e5-43cc-aef1-9379adb48bbf,Fully Paid,415998.0,Short Term,698.0,817874.0,10+ years,Own Home,Debt Consolidation,16493.71,22.0,,8.0,0.0,278559.0,401170.0,0.0,0.0
7597,648bcf67-de9b-44cb-abdc-ac42624169df,45fa6021-8934-412b-982f-ec87f2d80d3d,Fully Paid,144628.0,Short Term,741.0,355927.0,,Home Mortgage,Debt Consolidation,2957.16,42.1,,9.0,0.0,110314.0,422972.0,0.0,0.0
7598,49bfed55-1734-435a-a6e4-04528d00e3f9,7d873bb8-865f-4a4c-acd3-0ecfb62edc49,Fully Paid,155804.0,Short Term,743.0,922678.0,5 years,Rent,Debt Consolidation,20375.6,12.0,,6.0,0.0,91941.0,160314.0,0.0,0.0
7599,c02f156b-fa01-4c93-9fbd-45ebffe49dfc,4377000c-0bc8-446e-b3c2-95a2922c0ed0,Fully Paid,112728.0,Short Term,740.0,2258435.0,10+ years,Home Mortgage,Home Improvements,13155.41,18.8,8.0,5.0,0.0,96824.0,360470.0,0.0,0.0
7600,cc242563-2855-40c5-bc05-80e7ec9df5fe,f09a53ba-d2c1-4ca5-b302-1d3fc7a4efad,Charged Off,783860.0,Long Term,691.0,2707880.0,10+ years,Home Mortgage,Debt Consolidation,60701.58,39.7,,19.0,0.0,887034.0,1405052.0,0.0,0.0
7601,152d662f-f95c-4441-a40f-a4f19b6c741c,4b5f33f8-dee7-43f2-8707-c8b422661aaf,Fully Paid,261976.0,Short Term,727.0,1772244.0,6 years,Home Mortgage,Debt Consolidation,22743.76,36.0,17.0,5.0,0.0,185896.0,298958.0,0.0,0.0
7602,09dda77b-9605-44bb-912c-79e47f40ebbe,491f83e2-f77f-4c35-ac3b-147626cff1b4,Fully Paid,243298.0,Long Term,710.0,634258.0,4 years,Rent,Debt Consolidation,14165.26,19.9,,11.0,0.0,190969.0,439582.0,0.0,0.0
7603,9a86d406-f763-4372-856e-6d058968066e,4090ca96-694b-4b98-9648-159d28c23e5e,Fully Paid,77770.0,Short Term,748.0,1227096.0,6 years,Rent,Debt Consolidation,14070.83,17.2,,11.0,0.0,94525.0,171028.0,0.0,0.0
7604,e5d03d51-a63b-4d16-ba79-1b8ee11a62c8,3216f1d8-84e1-4dd3-beb7-78b572d0fb7b,Fully Paid,386210.0,Short Term,717.0,1204505.0,10+ years,Home Mortgage,Debt Consolidation,20877.96,26.0,,11.0,1.0,282625.0,416372.0,1.0,0.0
7605,67dd14b9-318f-490d-8e3f-b0898b5d5ff8,a5ceece0-c917-49f4-9c92-933093287117,Fully Paid,545842.0,Long Term,676.0,1123660.0,4 years,Rent,Debt Consolidation,36331.8,17.0,49.0,20.0,0.0,445341.0,935858.0,0.0,0.0
7606,cd762828-264f-4a20-bd68-a8a7c004a307,d15715e6-5f08-406d-8df3-ba970e3ed064,Fully Paid,174702.0,Short Term,,,10+ years,Rent,Debt Consolidation,10184.0,15.9,28.0,7.0,0.0,98895.0,235620.0,0.0,0.0
7607,63bc7d77-91f8-4c64-b46c-b9e404e433f3,eadbdace-af8b-478e-8c3e-bb52162f1e14,Fully Paid,277662.0,Short Term,733.0,749360.0,8 years,Rent,Debt Consolidation,9117.34,7.1,,13.0,0.0,234460.0,455488.0,0.0,0.0
7608,3a7c25d3-f8cd-4c79-b675-4bcb656cf9e3,f5a65fa5-362a-4550-9554-5b42d56e2333,Charged Off,268928.0,Long Term,701.0,663613.0,7 years,Home Mortgage,Home Improvements,12498.01,8.4,,9.0,0.0,267558.0,500500.0,0.0,0.0
7609,c03460be-4235-4664-b5ad-92f43e62a461,9ffa357a-9f96-49a5-92db-3f042bcf220d,Fully Paid,610324.0,Short Term,,,1 year,Rent,Debt Consolidation,29136.69,14.7,12.0,11.0,0.0,442662.0,820072.0,0.0,0.0
7610,ca1b37cd-3d52-447c-b16c-5e52effc0bc9,516de142-4398-4955-9f7c-4390f89c10b7,Fully Paid,216964.0,Short Term,746.0,805733.0,5 years,Home Mortgage,other,10004.45,21.5,,9.0,0.0,112119.0,473836.0,0.0,0.0
7611,26fa4eac-0dcc-499b-b690-a0ab300120ab,580a759e-2a13-4335-8590-bad329aa08ef,Charged Off,767932.0,Short Term,724.0,1589692.0,3 years,Home Mortgage,Debt Consolidation,25965.21,19.9,,7.0,0.0,369474.0,489500.0,0.0,0.0
7612,fdb22a6d-6a8c-42cb-aecf-0000187d28c3,61600c54-3697-43de-a5f2-19860dd81280,Fully Paid,265562.0,Short Term,745.0,1337847.0,1 year,Rent,Debt Consolidation,15162.19,38.5,24.0,11.0,0.0,224979.0,387090.0,0.0,0.0
7613,7ae8ba30-91ad-4ede-9ac2-dfb95b7f17bc,db98c739-09f1-414f-a222-d8c6c9ecc39a,Fully Paid,437096.0,Short Term,,,3 years,Rent,Debt Consolidation,31457.73,28.5,20.0,26.0,0.0,499852.0,989362.0,0.0,0.0
7614,76170334-91d6-40c6-a5e0-550ec0ae1fb0,0b439c82-edd5-460e-a32d-ec967a306807,Fully Paid,423368.0,Short Term,741.0,1218793.0,10+ years,Home Mortgage,Debt Consolidation,29454.37,21.9,,14.0,0.0,2449442.0,4128388.0,0.0,0.0
7615,0b45db2a-70a5-4306-889a-999c3c1f2ca7,0f7f533e-3132-4136-aa71-3904c4616d64,Fully Paid,310442.0,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,36863.99,21.5,6.0,11.0,0.0,147383.0,255090.0,0.0,0.0
7616,2ec8379e-c66f-4210-97e4-b62deb9de08f,3555a9a7-0b86-4d4b-b88f-ffa9395c7135,Fully Paid,155056.0,Short Term,700.0,1090372.0,2 years,Own Home,major_purchase,20262.55,14.6,46.0,6.0,0.0,130093.0,161634.0,0.0,0.0
7617,0459957b-63dc-430b-bcff-5dee9819c3b7,02f103b3-8b31-402c-9bfb-f2be70dcaf55,Fully Paid,628012.0,Long Term,,,< 1 year,Rent,Debt Consolidation,56101.87,23.6,44.0,22.0,0.0,723159.0,1045374.0,0.0,0.0
7618,45c9e77a-bd01-48e7-a67f-ae19822b21c9,aab7229b-dab5-4379-8640-ce65edd1a147,Charged Off,266244.0,Long Term,691.0,892924.0,4 years,Rent,Debt Consolidation,15030.9,21.3,,8.0,1.0,178638.0,257290.0,1.0,0.0
7619,00ed0eb4-4fc1-416c-bdb0-f1dd02930f0b,6ccacf04-6389-4038-b39a-7accde260c85,Fully Paid,180400.0,Short Term,714.0,1168500.0,4 years,Rent,Debt Consolidation,15482.72,14.0,32.0,12.0,1.0,159239.0,266442.0,1.0,0.0
7620,043d471b-38ab-41f0-850e-09744f82e2e6,5ed6fb0a-2ccc-4c95-9a46-cc5673ecd6fe,Fully Paid,154286.0,Short Term,,,5 years,Home Mortgage,Debt Consolidation,30571.95,13.8,,26.0,0.0,740449.0,956868.0,0.0,0.0
7621,01807c59-0d65-400f-a8ac-ef21141fb17d,4e16ddbe-ccac-49e5-a6c4-3d3e6cfb0f6e,Fully Paid,398970.0,Long Term,721.0,1119480.0,3 years,Rent,Debt Consolidation,25374.69,13.7,21.0,14.0,0.0,154451.0,618772.0,0.0,0.0
7622,18c9cfe6-a5aa-4d9c-8b50-96df491702ad,3b48dcaf-f689-41ad-b59c-0f59ba4288f2,Fully Paid,214852.0,Short Term,703.0,1762839.0,2 years,Home Mortgage,Debt Consolidation,7976.77,14.5,,9.0,0.0,365199.0,469854.0,0.0,0.0
7623,cb32b9eb-e383-4342-93d8-5022f399dba9,9d463af6-20d1-40a0-bd9c-5c634d508de5,Charged Off,264154.0,Short Term,6990.0,1405335.0,1 year,Home Mortgage,Debt Consolidation,28575.24,25.8,5.0,24.0,0.0,280554.0,379522.0,0.0,0.0
7624,7d4d69ff-0429-4aa5-8e3a-830417b9af88,b327aba8-5a0f-4aa7-9974-f11e6880fb93,Fully Paid,402732.0,Short Term,745.0,1433265.0,10+ years,Own Home,Debt Consolidation,6843.99,22.4,14.0,11.0,0.0,209513.0,1036684.0,0.0,0.0
7625,2d9b9586-d614-4f78-8a6a-ea5c4eba80b6,e0cbbeed-7a6c-49bb-ac3b-c6f55a93c4bc,Fully Paid,767690.0,Long Term,,,4 years,Home Mortgage,Debt Consolidation,19321.86,10.8,,13.0,0.0,707883.0,1193082.0,0.0,0.0
7626,30c74ca8-8e0f-404f-9a2d-0f3b88deca0c,dea9e623-7ec2-4778-98b2-f7855197b9a1,Fully Paid,569624.0,Long Term,641.0,1359792.0,6 years,Home Mortgage,Debt Consolidation,36374.36,16.3,,10.0,0.0,839268.0,1074986.0,0.0,0.0
7627,272f5faf-5caa-4b90-af93-ed909ec6bbe2,dab62650-0546-4df2-b348-46289f9335ee,Fully Paid,263186.0,Long Term,658.0,759240.0,2 years,Rent,Debt Consolidation,17209.44,27.4,,8.0,0.0,317471.0,435028.0,0.0,0.0
7628,9d358669-836c-4afb-8c62-4a36723cc6fd,74f160e9-25a0-40d1-8ba1-7573445c6bd4,Fully Paid,308682.0,Long Term,734.0,2285016.0,1 year,Rent,Debt Consolidation,23802.25,12.8,,21.0,0.0,714210.0,1058860.0,0.0,0.0
7629,97d3ab23-23a8-46d8-aa43-d037f4f93f8e,c7b4f69a-1f3e-4868-b548-87ce3b350107,Fully Paid,129096.0,Short Term,693.0,371640.0,8 years,Own Home,other,3344.76,11.4,,5.0,0.0,94012.0,193688.0,0.0,0.0
7630,8bee5e80-c119-441a-acf3-8db40281fbcd,3f0b77bb-541c-440f-a696-a37e3902c1a6,Charged Off,257818.0,Short Term,708.0,463885.0,< 1 year,Rent,Debt Consolidation,4677.42,9.0,,6.0,0.0,42085.0,137654.0,0.0,0.0
7631,38656f88-9e1a-4d01-9a2e-9461ee9b4b3d,9164dddd-6c86-4056-a918-484d6cca5ba9,Fully Paid,467456.0,Long Term,694.0,4133203.0,6 years,Home Mortgage,Debt Consolidation,43743.13,15.8,,16.0,0.0,605435.0,1035474.0,0.0,0.0
